word,polarity
rapturously,positive
rational,positive
rationality,positive
rave,positive
razor-sharp,positive
re-conquest,positive
reachable,positive
readable,positive
readily,positive
ready,positive
reaffirm,positive
reaffirmation,positive
real,positive
realist,positive
realistic,positive
realistically,positive
realizable,positive
reason,positive
reasonable,positive
reasonably,positive
reasoned,positive
reassurance,positive
reassure,positive
receptive,positive
reclaim,positive
recognition,positive
recomend,positive
recommend,positive
recommendation,positive
recommendations,positive
recommended,positive
recompense,positive
reconcile,positive
reconciliation,positive
record-setting,positive
recover,positive
recovery,positive
rectification,positive
rectify,positive
rectifying,positive
redeem,positive
redeeming,positive
redemption,positive
reestablish,positive
refine,positive
refined,positive
refinement,positive
reform,positive
reformed,positive
reforming,positive
reforms,positive
refresh,positive
refreshed,positive
refreshing,positive
refuge,positive
refund,positive
refunded,positive
regal,positive
regally,positive
regard,positive
rehabilitate,positive
rehabilitation,positive
reinforce,positive
reinforcement,positive
rejoice,positive
rejoicing,positive
rejoicingly,positive
rejuvenate,positive
rejuvenated,positive
rejuvenating,positive
relax,positive
relaxed,positive
relent,positive
relevance,positive
relevant,positive
reliability,positive
reliable,positive
reliably,positive
relief,positive
relieve,positive
relish,positive
remarkable,positive
remarkably,positive
remedy,positive
reminiscent,positive
remission,positive
remunerate,positive
renaissance,positive
renewal,positive
renewed,positive
renovate,positive
renovation,positive
renown,positive
renowned,positive
repair,positive
reparation,positive
repay,positive
repent,positive
repentance,positive
replaceable,positive
reputable,positive
reputation,positive
rescue,positive
resilient,positive
resolute,positive
resolve,positive
resolved,positive
resound,positive
resounding,positive
resourceful,positive
resourcefulness,positive
respect,positive
respectable,positive
respectful,positive
respectfully,positive
respite,positive
resplendent,positive
responsibility,positive
responsible,positive
responsibly,positive
responsive,positive
restful,positive
restoration,positive
restore,positive
restored,positive
restraint,positive
restructure,positive
restructured,positive
restructuring,positive
resurgent,positive
retractable,positive
reunite,positive
revel,positive
revelation,positive
revere,positive
reverence,positive
reverent,positive
reverently,positive
revitalize,positive
revival,positive
revive,positive
revives,positive
revolution,positive
revolutionary,positive
revolutionize,positive
revolutionized,positive
revolutionizes,positive
reward,positive
rewarding,positive
rewardingly,positive
rich,positive
richer,positive
riches,positive
richly,positive
richness,positive
right,positive
righten,positive
righteous,positive
righteously,positive
righteousness,positive
rightful,positive
rightfully,positive
rightly,positive
rightness,positive
rights,positive
ripe,positive
risk-free,positive
robust,positive
rock-star,positive
rock-stars,positive
rockstar,positive
rockstars,positive
romantic,positive
romantically,positive
romanticize,positive
roomier,positive
roomy,positive
rosy,positive
rousing,positive
sacred,positive
safe,positive
safeguard,positive
safely,positive
sagacity,positive
sage,positive
sagely,positive
saint,positive
saintliness,positive
saintly,positive
salable,positive
salivate,positive
salutary,positive
salute,positive
salvation,positive
sanctify,positive
sanction,positive
sanctity,positive
sanctuary,positive
sane,positive
sanguine,positive
sanity,positive
satisfaction,positive
satisfactorily,positive
satisfactory,positive
satisfied,positive
satisfies,positive
satisfy,positive
satisfying,positive
satisified,positive
saver,positive
savings,positive
savior,positive
savor,positive
savvy,positive
scenic,positive
scruples,positive
scrupulous,positive
scrupulously,positive
seamless,positive
seasoned,positive
secure,positive
securely,positive
security,positive
seductive,positive
selective,positive
self-determination,positive
self-respect,positive
self-satisfaction,positive
self-sufficiency,positive
self-sufficient,positive
semblance,positive
sensation,positive
sensational,positive
sensationally,positive
sensations,positive
sense,positive
sensible,positive
sensibly,positive
sensitive,positive
sensitively,positive
sensitivity,positive
sentiment,positive
sentimentality,positive
sentimentally,positive
sentiments,positive
serene,positive
serenity,positive
settle,positive
sexy,positive
sharp,positive
sharper,positive
sharpest,positive
shelter,positive
shield,positive
shimmer,positive
shimmering,positive
shimmeringly,positive
shine,positive
shiny,positive
shrewd,positive
shrewdly,positive
shrewdness,positive
significance,positive
significant,positive
signify,positive
silent,positive
simple,positive
simpler,positive
simplest,positive
simplicity,positive
simplified,positive
simplifies,positive
simplify,positive
simplifying,positive
sincere,positive
sincerely,positive
sincerity,positive
skill,positive
skilled,positive
skillful,positive
skillfully,positive
slammin,positive
sleek,positive
slender,positive
slick,positive
slim,positive
smart,positive
smarter,positive
smartest,positive
smartly,positive
smile,positive
smiles,positive
smiling,positive
smilingly,positive
smitten,positive
smooth,positive
smoother,positive
smoothes,positive
smoothest,positive
smoothly,positive
snappy,positive
snazzy,positive
sociable,positive
soft,positive
soft-spoken,positive
soften,positive
softer,positive
solace,positive
solicitous,positive
solicitously,positive
solicitude,positive
solid,positive
solidarity,positive
soothe,positive
soothingly,positive
sophisticated,positive
soulful,positive
sound,positive
soundly,positive
soundness,positive
spacious,positive
spare,positive
sparing,positive
sparingly,positive
sparkle,positive
sparkling,positive
special,positive
spectacular,positive
spectacularly,positive
speedily,positive
speedy,positive
spellbind,positive
spellbinding,positive
spellbindingly,positive
spellbound,positive
spirit,positive
spirited,positive
spiritual,positive
splendid,positive
splendidly,positive
splendor,positive
spontaneous,positive
sporty,positive
spotless,positive
sprightly,positive
spur,positive
squarely,positive
stability,positive
stabilize,positive
stable,positive
stainless,positive
stand,positive
standout,positive
star,positive
stars,positive
state-of-the-art,positive
stately,positive
statuesque,positive
staunch,positive
staunchly,positive
staunchness,positive
steadfast,positive
steadfastly,positive
steadfastness,positive
steadiest,positive
steadiness,positive
steady,positive
stellar,positive
stellarly,positive
stimulate,positive
stimulates,positive
stimulating,positive
stimulative,positive
stirring,positive
stirringly,positive
stood,positive
straight,positive
straighten,positive
straightforward,positive
streamlined,positive
stride,positive
strides,positive
striking,positive
strikingly,positive
striving,positive
strong,positive
stronger,positive
strongest,positive
studious,positive
studiously,positive
stunned,positive
stunning,positive
stunningly,positive
stupendous,positive
stupendously,positive
sturdier,positive
sturdy,positive
stylish,positive
stylishly,positive
stylized,positive
suave,positive
suavely,positive
sublime,positive
subscribe,positive
subsidize,positive
subsidized,positive
subsidizes,positive
subsidizing,positive
substantial,positive
substantially,positive
substantive,positive
subtle,positive
succeed,positive
succeeded,positive
succeeding,positive
succeeds,positive
succes,positive
success,positive
successes,positive
successful,positive
successfully,positive
suffice,positive
sufficed,positive
suffices,positive
sufficient,positive
sufficiently,positive
suggest,positive
suggestions,positive
suit,positive
suitable,positive
sumptuous,positive
sumptuously,positive
sumptuousness,positive
sunny,positive
super,positive
superb,positive
superbly,positive
superior,positive
superiority,positive
superlative,positive
supple,positive
support,positive
supported,positive
supporter,positive
supporting,positive
supportive,positive
supports,positive
supremacy,positive
supreme,positive
supremely,positive
supurb,positive
supurbly,positive
sure,positive
surely,positive
surge,positive
surging,positive
surmise,positive
surmount,positive
surpass,positive
surreal,positive
survival,positive
survive,positive
survivor,positive
sustainability,positive
sustainable,positive
sustained,positive
swank,positive
swankier,positive
swankiest,positive
swanky,positive
sweeping,positive
sweet,positive
sweeten,positive
sweetheart,positive
sweetly,positive
sweetness,positive
swift,positive
swiftness,positive
sworn,positive
tact,positive
talent,positive
talented,positive
talents,positive
tantalize,positive
tantalizing,positive
tantalizingly,positive
taste,positive
temperance,positive
temperate,positive
tempt,positive
tempting,positive
temptingly,positive
tenacious,positive
tenaciously,positive
tenacity,positive
tender,positive
tenderly,positive
tenderness,positive
terrific,positive
terrifically,positive
terrified,positive
terrify,positive
terrifying,positive
terrifyingly,positive
thank,positive
thankful,positive
thankfully,positive
thinkable,positive
thinner,positive
thorough,positive
thoughtful,positive
thoughtfully,positive
thoughtfulness,positive
thrift,positive
thrifty,positive
thrill,positive
thrilled,positive
thrilling,positive
thrillingly,positive
thrills,positive
thrive,positive
thriving,positive
thumb-up,positive
thumbs-up,positive
tickle,positive
tidy,positive
time-honored,positive
timely,positive
tingle,positive
titillate,positive
titillating,positive
titillatingly,positive
toast,positive
togetherness,positive
tolerable,positive
tolerably,positive
tolerance,positive
tolerant,positive
tolerantly,positive
tolerate,positive
toleration,positive
toll-free,positive
top,positive
top-notch,positive
top-quality,positive
topnotch,positive
tops,positive
torrid,positive
torridly,positive
tough,positive
tougher,positive
toughest,positive
traction,positive
tradition,positive
traditional,positive
tranquil,positive
tranquility,positive
transparent,positive
treasure,positive
treat,positive
tremendous,positive
tremendously,positive
trendy,positive
trepidation,positive
tribute,positive
trim,positive
triumph,positive
triumphal,positive
triumphant,positive
triumphantly,positive
trivially,positive
trophy,positive
trouble-free,positive
truculent,positive
truculently,positive
truly,positive
trump,positive
trumpet,positive
trust,positive
trusted,positive
trusting,positive
trustingly,positive
trustworthiness,positive
trustworthy,positive
trusty,positive
truth,positive
truthful,positive
truthfully,positive
truthfulness,positive
twinkly,positive
ultimate,positive
ultimately,positive
ultra,positive
ultra-crisp,positive
unabashed,positive
unabashedly,positive
unaffected,positive
unanimous,positive
unassailable,positive
unbeatable,positive
unbiased,positive
unbosom,positive
unbound,positive
unbroken,positive
uncommon,positive
uncommonly,positive
uncomplicated,positive
unconcerned,positive
unconditional,positive
unconventional,positive
undamaged,positive
undaunted,positive
understand,positive
understandable,positive
understanding,positive
understate,positive
understated,positive
understatedly,positive
understood,positive
undisputable,positive
undisputably,positive
undisputed,positive
undoubted,positive
undoubtedly,positive
unencumbered,positive
unequivocal,positive
unequivocally,positive
unfazed,positive
unfettered,positive
unforgettable,positive
uniform,positive
uniformly,positive
unique,positive
unity,positive
universal,positive
unlimited,positive
unmatched,positive
unparalleled,positive
unpretentious,positive
unquestionable,positive
unquestionably,positive
unreal,positive
unrestricted,positive
unrivaled,positive
unscathed,positive
unselfish,positive
untouched,positive
untrained,positive
unwavering,positive
upbeat,positive
upfront,positive
upgradable,positive
upgrade,positive
upgradeable,positive
upgraded,positive
upheld,positive
uphold,positive
uplift,positive
uplifting,positive
upliftingly,positive
upliftment,positive
upright,positive
upscale,positive
upside,positive
upward,positive
urge,positive
usable,positive
useable,positive
useful,positive
usefulness,positive
user-friendly,positive
user-replaceable,positive
utilitarian,positive
utmost,positive
uttermost,positive
valiant,positive
valiantly,positive
valid,positive
validity,positive
valor,positive
valuable,positive
value,positive
values,positive
vanquish,positive
variety,positive
vast,positive
vastly,positive
vastness,positive
venerable,positive
venerably,positive
venerate,positive
verifiable,positive
veritable,positive
versatile,positive
versatility,positive
viability,positive
viable,positive
vibrant,positive
vibrantly,positive
victorious,positive
victory,positive
viewable,positive
vigilance,positive
vigilant,positive
vigorous,positive
vigorously,positive
vindicate,positive
vintage,positive
virtue,positive
virtuous,positive
virtuously,positive
visionary,positive
vital,positive
vitality,positive
vivacious,positive
vivid,positive
voluntarily,positive
voluntary,positive
vouch,positive
vouchsafe,positive
vow,positive
vulnerable,positive
want,positive
warm,positive
warmer,positive
warmhearted,positive
warmly,positive
warmth,positive
wealthy,positive
welcome,positive
welfare,positive
well,positive
well-backlit,positive
well-balanced,positive
well-behaved,positive
well-being,positive
well-bred,positive
well-connected,positive
well-educated,positive
well-established,positive
well-informed,positive
well-intentioned,positive
well-known,positive
well-made,positive
well-managed,positive
well-mannered,positive
well-positioned,positive
well-publicized,positive
well-received,positive
well-regarded,positive
well-rounded,positive
well-run,positive
well-wishers,positive
wellbeing,positive
whimsical,positive
white,positive
whoa,positive
wholeheartedly,positive
wholesome,positive
whooa,positive
whoooa,positive
wide,positive
wide-open,positive
wide-ranging,positive
wieldy,positive
will,positive
willful,positive
willfully,positive
willing,positive
willingly,positive
willingness,positive
win,positive
windfall,positive
wink,positive
winnable,positive
winner,positive
winners,positive
winning,positive
wins,positive
wisdom,positive
wise,positive
wisely,positive
wish,positive
wishes,positive
wishing,positive
witty,positive
won,positive
wonder,positive
wonderful,positive
wonderfully,positive
wonderous,positive
wonderously,positive
wonders,positive
wondrous,positive
woo,positive
work,positive
workable,positive
worked,positive
works,positive
world-famous,positive
worship,positive
worth,positive
worth-while,positive
worthiness,positive
worthwhile,positive
worthy,positive
wow,positive
wowed,positive
wowing,positive
wows,positive
wry,positive
yay,positive
yearn,positive
yearning,positive
yearningly,positive
yep,positive
yes,positive
youthful,positive
zeal,positive
zenith,positive
zest,positive
zippy,positive
TRUE,positive
2-faced,negative
2-faces,negative
abandon,negative
abandoned,negative
abandonment,negative
abase,negative
abasement,negative
abash,negative
abate,negative
abdicate,negative
aberration,negative
abhor,negative
abhorred,negative
abhorrence,negative
abhorrent,negative
abhorrently,negative
abhors,negative
abject,negative
abjectly,negative
abjure,negative
abnormal,negative
abolish,negative
abominable,negative
abominably,negative
abominate,negative
abomination,negative
abort,negative
aborted,negative
aborts,negative
abrade,negative
abrasive,negative
abrupt,negative
abruptly,negative
abscond,negative
absence,negative
absent-minded,negative
absentee,negative
absurd,negative
absurdity,negative
absurdly,negative
absurdness,negative
abuse,negative
abused,negative
abuses,negative
abusive,negative
abysmal,negative
abysmally,negative
abyss,negative
accidental,negative
accost,negative
accountable,negative
accursed,negative
accusation,negative
accusations,negative
accuse,negative
accuses,negative
accusing,negative
accusingly,negative
acerbate,negative
acerbic,negative
acerbically,negative
ache,negative
ached,negative
aches,negative
achey,negative
aching,negative
acrid,negative
acridly,negative
acridness,negative
acrimonious,negative
acrimoniously,negative
acrimony,negative
adamant,negative
adamantly,negative
addict,negative
addicted,negative
addicting,negative
addiction,negative
addicts,negative
admonish,negative
admonisher,negative
admonishingly,negative
admonishment,negative
admonition,negative
adrift,negative
adulterate,negative
adulterated,negative
adulteration,negative
adulterier,negative
adversarial,negative
adversary,negative
adverse,negative
adversity,negative
affectation,negative
afflict,negative
affliction,negative
afflictive,negative
affront,negative
afraid,negative
against,negative
aggravate,negative
aggravating,negative
aggravation,negative
aggression,negative
aggressive,negative
aggressiveness,negative
aggressor,negative
aggrieve,negative
aggrieved,negative
aggrivation,negative
aghast,negative
agitate,negative
agitated,negative
agitation,negative
agitator,negative
agonies,negative
agonize,negative
agonizing,negative
agonizingly,negative
agony,negative
aground,negative
ail,negative
ailing,negative
ailment,negative
aimless,negative
airs,negative
alarm,negative
alarmed,negative
alarming,negative
alarmingly,negative
alas,negative
alienate,negative
alienated,negative
alienation,negative
allegation,negative
allegations,negative
allege,negative
allergic,negative
allergies,negative
allergy,negative
aloof,negative
altercation,negative
although,negative
ambiguity,negative
ambiguous,negative
ambivalence,negative
ambivalent,negative
ambush,negative
amiss,negative
amputate,negative
anarchism,negative
anarchist,negative
anarchistic,negative
anarchy,negative
anemic,negative
anger,negative
angrily,negative
angriness,negative
angry,negative
anguish,negative
animosity,negative
annihilate,negative
annihilation,negative
annoy,negative
annoyance,negative
annoyances,negative
annoyed,negative
annoying,negative
annoyingly,negative
annoys,negative
anomalous,negative
anomaly,negative
antagonism,negative
antagonist,negative
antagonistic,negative
antagonize,negative
anti-,negative
anti-American,negative
anti-Israeli,negative
anti-occupation,negative
anti-proliferation,negative
anti-Semites,negative
anti-social,negative
anti-US,negative
anti-white,negative
antipathy,negative
antiquated,negative
antithetical,negative
anxieties,negative
anxiety,negative
anxious,negative
anxiously,negative
anxiousness,negative
apathetic,negative
apathetically,negative
apathy,negative
ape,negative
apocalypse,negative
apocalyptic,negative
apologist,negative
apologists,negative
appal,negative
appall,negative
appalled,negative
appalling,negative
appallingly,negative
apprehension,negative
apprehensions,negative
apprehensive,negative
apprehensively,negative
arbitrary,negative
arcane,negative
archaic,negative
arduous,negative
arduously,negative
argue,negative
argument,negative
argumentative,negative
arguments,negative
arrogance,negative
arrogant,negative
arrogantly,negative
artificial,negative
ashamed,negative
asinine,negative
asininely,negative
asinininity,negative
askance,negative
asperse,negative
aspersion,negative
aspersions,negative
assail,negative
assassin,negative
assassinate,negative
assault,negative
assult,negative
astray,negative
asunder,negative
atrocious,negative
atrocities,negative
atrocity,negative
atrophy,negative
attack,negative
attacks,negative
audacious,negative
audaciously,negative
audaciousness,negative
audacity,negative
audiciously,negative
austere,negative
authoritarian,negative
autocrat,negative
autocratic,negative
avalanche,negative
avarice,negative
avaricious,negative
avariciously,negative
avenge,negative
averse,negative
aversion,negative
avoid,negative
avoidance,negative
aweful,negative
awful,negative
awfully,negative
awfulness,negative
awkward,negative
awkwardness,negative
ax,negative
babble,negative
back-logged,negative
back-wood,negative
back-woods,negative
backache,negative
backaches,negative
backaching,negative
backbite,negative
backbiting,negative
backward,negative
backwardness,negative
backwood,negative
backwoods,negative
bad,negative
badly,negative
baffle,negative
baffled,negative
bafflement,negative
baffling,negative
bait,negative
balk,negative
banal,negative
banalize,negative
bane,negative
banish,negative
banishment,negative
bankrupt,negative
bar,negative
barbarian,negative
barbaric,negative
barbarically,negative
barbarity,negative
barbarous,negative
barbarously,negative
barely,negative
barren,negative
baseless,negative
bash,negative
bashed,negative
bashful,negative
bashing,negative
bastard,negative
bastards,negative
battered,negative
battering,negative
battle,negative
battle-lines,negative
battlefield,negative
battleground,negative
batty,negative
bearish,negative
beast,negative
beastly,negative
bedlam,negative
bedlamite,negative
befoul,negative
beg,negative
beggar,negative
beggarly,negative
begging,negative
beguile,negative
belabor,negative
belated,negative
beleaguer,negative
belie,negative
belittle,negative
belittled,negative
belittling,negative
bellicose,negative
belligerence,negative
belligerent,negative
belligerently,negative
bemoan,negative
bemoaning,negative
bemused,negative
bent,negative
berate,negative
bereave,negative
bereavement,negative
bereft,negative
berserk,negative
beseech,negative
beset,negative
besiege,negative
besmirch,negative
bestial,negative
betray,negative
betrayal,negative
betrayals,negative
betrayer,negative
betraying,negative
betrays,negative
bewail,negative
beware,negative
bewilder,negative
bewildered,negative
bewildering,negative
bewilderingly,negative
bewilderment,negative
bewitch,negative
bias,negative
biased,negative
biases,negative
bicker,negative
bickering,negative
bid-rigging,negative
bigotries,negative
bigotry,negative
bitch,negative
bitchy,negative
biting,negative
bitingly,negative
bitter,negative
bitterly,negative
bitterness,negative
bizarre,negative
blab,negative
blabber,negative
black,negative
blackmail,negative
blah,negative
blame,negative
blameworthy,negative
bland,negative
blandish,negative
blaspheme,negative
blasphemous,negative
blasphemy,negative
blast,negative
blasted,negative
blatant,negative
blatantly,negative
blather,negative
bleak,negative
bleakly,negative
bleakness,negative
bleed,negative
bleeding,negative
bleeds,negative
blemish,negative
blind,negative
blinding,negative
blindingly,negative
blindness,negative
blindside,negative
blister,negative
blistering,negative
bloated,negative
block,negative
blockage,negative
blockhead,negative
blood,negative
bloodshed,negative
bloodthirsty,negative
bloody,negative
blotchy,negative
blow,negative
blunder,negative
blundering,negative
blunders,negative
blunt,negative
blur,negative
bluring,negative
blurred,negative
blurring,negative
blurry,negative
blurs,negative
blurt,negative
boast,negative
boastful,negative
boggle,negative
bogus,negative
boil,negative
boiling,negative
boisterous,negative
bomb,negative
bombard,negative
bombardment,negative
bombastic,negative
bondage,negative
bonkers,negative
bore,negative
bored,negative
boredom,negative
bores,negative
boring,negative
botch,negative
bother,negative
bothered,negative
bothering,negative
bothers,negative
bothersome,negative
bowdlerize,negative
boycott,negative
braggart,negative
bragger,negative
brainless,negative
brainwash,negative
brash,negative
brashly,negative
brashness,negative
brat,negative
bravado,negative
brazen,negative
brazenly,negative
brazenness,negative
breach,negative
break,negative
break-point,negative
break-up,negative
break-ups,negative
breakdown,negative
breaking,negative
breaks,negative
breakup,negative
breakups,negative
bribery,negative
brimstone,negative
bristle,negative
brittle,negative
broke,negative
broken,negative
broken-hearted,negative
brood,negative
browbeat,negative
bruise,negative
bruised,negative
bruises,negative
bruising,negative
brusque,negative
brutal,negative
brutalising,negative
brutalities,negative
brutality,negative
brutalize,negative
brutalizing,negative
brutally,negative
brute,negative
brutish,negative
bs,negative
buckle,negative
bug,negative
bugging,negative
buggy,negative
bugs,negative
bulkier,negative
bulkiness,negative
bulky,negative
bulkyness,negative
bull----,negative
bull****,negative
bullies,negative
bullshit,negative
bullshyt,negative
bully,negative
bullying,negative
bullyingly,negative
bum,negative
bump,negative
bumped,negative
bumping,negative
bumpping,negative
bumps,negative
bumpy,negative
bungle,negative
bungler,negative
bungling,negative
bunk,negative
burden,negative
burdensome,negative
burdensomely,negative
burn,negative
burned,negative
burning,negative
burns,negative
bust,negative
busts,negative
busy,negative
busybody,negative
butcher,negative
butchery,negative
buzzing,negative
byzantine,negative
cackle,negative
cajole,negative
calamities,negative
calamitous,negative
calamitously,negative
calamity,negative
callous,negative
calumniate,negative
calumniation,negative
calumnies,negative
calumnious,negative
calumniously,negative
calumny,negative
cancer,negative
cancerous,negative
cannibal,negative
cannibalize,negative
capitulate,negative
capricious,negative
capriciously,negative
capriciousness,negative
capsize,negative
captive,negative
careless,negative
carelessness,negative
caricature,negative
carnage,negative
carp,negative
cartoon,negative
cartoonish,negative
cash-strapped,negative
castigate,negative
castrated,negative
casualty,negative
cataclysm,negative
cataclysmal,negative
cataclysmic,negative
cataclysmically,negative
catastrophe,negative
catastrophes,negative
catastrophic,negative
catastrophically,negative
catastrophies,negative
caustic,negative
caustically,negative
cautionary,negative
cautious,negative
cave,negative
censure,negative
chafe,negative
chaff,negative
chagrin,negative
challenge,negative
challenging,negative
chaos,negative
chaotic,negative
charisma,negative
chasten,negative
chastise,negative
chastisement,negative
chatter,negative
chatterbox,negative
cheap,negative
cheapen,negative
cheaply,negative
cheat,negative
cheated,negative
cheater,negative
cheating,negative
cheats,negative
checkered,negative
cheerless,negative
cheesy,negative
chide,negative
childish,negative
chill,negative
chilly,negative
chintzy,negative
chit,negative
choke,negative
choleric,negative
choppy,negative
chore,negative
chronic,negative
chunky,negative
clamor,negative
clamorous,negative
clash,negative
cliche,negative
cliched,negative
clique,negative
clog,negative
clogged,negative
clogs,negative
close,negative
cloud,negative
clouding,negative
cloudy,negative
clueless,negative
clumsy,negative
clunky,negative
coarse,negative
cocky,negative
coerce,negative
coercion,negative
coercive,negative
cold,negative
coldly,negative
collapse,negative
collide,negative
collude,negative
collusion,negative
combative,negative
combust,negative
comedy,negative
comical,negative
commiserate,negative
commonplace,negative
commotion,negative
commotions,negative
compel,negative
complacent,negative
complain,negative
complained,negative
complaining,negative
complains,negative
complaint,negative
complaints,negative
complex,negative
complicate,negative
complicated,negative
complication,negative
complicit,negative
compulsion,negative
compulsive,negative
compulsory,negative
concede,negative
conceded,negative
conceit,negative
conceited,negative
concen,negative
concens,negative
concern,negative
concerned,negative
concerns,negative
concession,negative
concessions,negative
condemn,negative
condemnable,negative
condemnation,negative
condemned,negative
condemns,negative
condescend,negative
condescending,negative
condescendingly,negative
condescension,negative
condolence,negative
condolences,negative
confess,negative
confession,negative
confessions,negative
confined,negative
conflict,negative
conflicted,negative
conflicting,negative
conflicts,negative
confound,negative
confounded,negative
confounding,negative
confront,negative
confrontation,negative
confrontational,negative
confuse,negative
confused,negative
confuses,negative
confusing,negative
confusion,negative
confusions,negative
congested,negative
congestion,negative
cons,negative
conscons,negative
conservative,negative
conspicuous,negative
conspicuously,negative
conspiracies,negative
conspiracy,negative
conspirator,negative
conspiratorial,negative
conspire,negative
consternation,negative
constrain,negative
constraint,negative
consume,negative
contagious,negative
contaminate,negative
contaminated,negative
contaminates,negative
contaminating,negative
contamination,negative
contempt,negative
contemptible,negative
contemptuous,negative
contemptuously,negative
contend,negative
contention,negative
contentious,negative
contort,negative
contortions,negative
contradict,negative
contradiction,negative
contradictory,negative
contrariness,negative
contrary,negative
contravene,negative
contrive,negative
contrived,negative
controversial,negative
controversy,negative
convoluted,negative
coping,negative
corrode,negative
corrosion,negative
corrosions,negative
corrosive,negative
corrupt,negative
corrupted,negative
corrupting,negative
corruption,negative
corrupts,negative
corruptted,negative
costlier,negative
costly,negative
counter-productive,negative
counterproductive,negative
coupists,negative
covetous,negative
cow,negative
coward,negative
cowardly,negative
crabby,negative
crack,negative
crackdown,negative
cracked,negative
cracks,negative
craftily,negative
craftly,negative
crafty,negative
cramp,negative
cramped,negative
cramping,negative
cranky,negative
crap,negative
crappy,negative
craps,negative
crash,negative
crashed,negative
crashes,negative
crashing,negative
crass,negative
craven,negative
cravenly,negative
craze,negative
crazily,negative
craziness,negative
crazy,negative
creak,negative
creaking,negative
creaks,negative
credulous,negative
creep,negative
creeping,negative
creeps,negative
creepy,negative
crept,negative
crime,negative
criminal,negative
cringe,negative
cringed,negative
cringes,negative
cripple,negative
crippled,negative
cripples,negative
crippling,negative
crisis,negative
critic,negative
critical,negative
criticism,negative
criticisms,negative
criticize,negative
criticized,negative
criticizing,negative
critics,negative
cronyism,negative
crook,negative
crooked,negative
crooks,negative
cross,negative
crowded,negative
crowdedness,negative
crude,negative
cruel,negative
crueler,negative
cruelest,negative
cruelly,negative
cruelness,negative
cruelties,negative
cruelty,negative
crumble,negative
crumbling,negative
crummy,negative
crumple,negative
crumpled,negative
crumples,negative
crush,negative
crushed,negative
crushing,negative
cry,negative
culpable,negative
culprit,negative
cumbersome,negative
cunt,negative
cunts,negative
cuplrit,negative
curse,negative
cursed,negative
curses,negative
cursory,negative
curt,negative
cuss,negative
cussed,negative
cut,negative
cutthroat,negative
cynical,negative
cynicism,negative
d*mn,negative
damage,negative
damaged,negative
damages,negative
damaging,negative
damn,negative
damnable,negative
damnably,negative
damnation,negative
damned,negative
damning,negative
damper,negative
danger,negative
dangerous,negative
dangerousness,negative
dangle,negative
dark,negative
darken,negative
darkened,negative
darker,negative
darkness,negative
darn,negative
dash,negative
dastard,negative
dastardly,negative
daunt,negative
daunting,negative
dauntingly,negative
dawdle,negative
daze,negative
dazed,negative
dead,negative
deadbeat,negative
deadlock,negative
deadly,negative
deadweight,negative
deaf,negative
dearth,negative
death,negative
debacle,negative
debase,negative
debasement,negative
debaser,negative
debatable,negative
debate,negative
debauch,negative
debaucher,negative
debauchery,negative
debilitate,negative
debilitating,negative
debility,negative
debt,negative
debts,negative
decadence,negative
decadent,negative
decay,negative
decayed,negative
deceit,negative
deceitful,negative
deceitfully,negative
deceitfulness,negative
deceive,negative
deceiver,negative
deceivers,negative
deceiving,negative
deception,negative
deceptive,negative
deceptively,negative
declaim,negative
decline,negative
declines,negative
declining,negative
decrease,negative
decreasing,negative
decrement,negative
decrepit,negative
decrepitude,negative
decry,negative
deep,negative
deepening,negative
defamation,negative
defamations,negative
defamatory,negative
defame,negative
defeat,negative
defect,negative
defective,negative
defects,negative
defensive,negative
defiance,negative
defiant,negative
defiantly,negative
deficiencies,negative
deficiency,negative
deficient,negative
defile,negative
defiler,negative
deform,negative
deformed,negative
defrauding,negative
defunct,negative
defy,negative
degenerate,negative
degenerately,negative
degeneration,negative
degradation,negative
degrade,negative
degrading,negative
degradingly,negative
dehumanization,negative
dehumanize,negative
deign,negative
deject,negative
dejected,negative
dejectedly,negative
dejection,negative
delay,negative
delayed,negative
delaying,negative
delays,negative
delinquency,negative
delinquent,negative
delirious,negative
delirium,negative
delude,negative
deluded,negative
deluge,negative
delusion,negative
delusional,negative
delusions,negative
demean,negative
demeaning,negative
demise,negative
demolish,negative
demolisher,negative
demon,negative
demonic,negative
demonize,negative
demonized,negative
demonizes,negative
demonizing,negative
demoralize,negative
demoralizing,negative
demoralizingly,negative
denial,negative
denied,negative
denies,negative
denigrate,negative
denounce,negative
dense,negative
dent,negative
dented,negative
dents,negative
denunciate,negative
denunciation,negative
denunciations,negative
deny,negative
denying,negative
deplete,negative
deplorable,negative
deplorably,negative
deplore,negative
deploring,negative
deploringly,negative
deprave,negative
depraved,negative
depravedly,negative
deprecate,negative
depress,negative
depressed,negative
depressing,negative
depressingly,negative
depression,negative
depressions,negative
deprive,negative
deprived,negative
deride,negative
derision,negative
derisive,negative
derisively,negative
derisiveness,negative
derogatory,negative
desecrate,negative
desert,negative
desertion,negative
desiccate,negative
desiccated,negative
desititute,negative
desolate,negative
desolately,negative
desolation,negative
despair,negative
despairing,negative
despairingly,negative
desperate,negative
desperately,negative
desperation,negative
despicable,negative
despicably,negative
despise,negative
despised,negative
despite,negative
despoil,negative
despoiler,negative
despondence,negative
despondency,negative
despondent,negative
despondently,negative
despot,negative
despotic,negative
despotism,negative
destabilisation,negative
destains,negative
destitute,negative
destitution,negative
destroy,negative
